AreaCode,Size_sqft,Bedrooms,Bathrooms,Furnishing,View,Developer,ParkingSpaces,AnnualRent,PropertyValuation,PropertyType,PropertyAge,AmenityCount,PricePerSqFt,RentToValueRatio,BedBathRatio,RentalYield,PricePerBedroom,PricePerBathroom,RentPerBedroom,RentPerBathroom,AgeBucket,AreaName,Count_Area,AvgAge_Area,MedianAge_Area,AvgVal_Area,MedianVal_Area,AvgRent_Area,MedianRent_Area,AvgPricePerSqFt_Area,AvgRentToValue_Area
1,5124,6,6,1,0,5,1,290985,4999846,2,8,5,975.7701014832162,0.058198792522809704,1.0,5.819879252280971,833307.6666666666,833307.6666666666,48497.5,48497.5,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
4,2086,4,3,2,4,5,3,86827,2112618,1,1,5,1012.7603068072867,0.041099242740523845,1.3333333333333333,4.109924274052385,528154.5,704206.0,21706.75,28942.333333333332,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
4,1505,2,3,2,0,4,3,86576,1668036,0,11,4,1108.3295681063123,0.0519029565309142,0.6666666666666666,5.19029565309142,834018.0,556012.0,43288.0,28858.666666666668,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
5,5973,4,5,2,1,3,2,428120,10388093,2,2,4,1739.1751213795412,0.041212569044193195,0.8,4.12125690441932,2597023.25,2077618.6,107030.0,85624.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
6,941,2,1,1,3,2,3,55163,902660,0,24,3,959.2561105207226,0.06111160348303902,2.0,6.111160348303902,451330.0,902660.0,27581.5,55163.0,1,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
4,2339,4,5,2,2,0,2,193577,4146284,1,17,4,1772.673792218897,0.04668686467207746,0.8,4.6686864672077455,1036571.0,829256.8,48394.25,38715.4,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
7,1106,2,2,0,1,2,3,45515,1022660,0,9,3,924.6473779385171,0.04450648309311012,1.0,4.4506483093110125,511330.0,511330.0,22757.5,22757.5,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
2,1869,1,2,1,3,5,3,100712,1549395,0,19,4,828.9967897271268,0.06500085517250281,0.5,6.500085517250281,1549395.0,774697.5,100712.0,50356.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
5,661,3,4,0,1,1,3,56207,969416,0,20,4,1466.590015128593,0.05798026853280738,0.75,5.798026853280739,323138.6666666667,242354.0,18735.666666666668,14051.75,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
5,3290,4,4,1,3,4,2,294216,4608759,1,18,3,1400.8386018237081,0.06383844327724665,1.0,6.383844327724665,1152189.75,1152189.75,73554.0,73554.0,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
2,4592,5,4,0,2,2,3,420143,7620845,2,19,5,1659.591681184669,0.05513076305842725,1.25,5.513076305842725,1524169.0,1905211.25,84028.6,105035.75,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
7,3040,2,1,2,3,0,2,310219,5091465,1,12,6,1674.8240131578948,0.060929221746589636,2.0,6.0929221746589635,2545732.5,5091465.0,155109.5,310219.0,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
7,1387,2,2,1,1,2,3,101579,1943759,0,16,3,1401.4124008651766,0.052259050633334685,1.0,5.225905063333468,971879.5,971879.5,50789.5,50789.5,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
1,1922,1,2,2,1,3,2,84930,1902426,0,15,3,989.8158168574402,0.044642997940524363,0.5,4.464299794052437,1902426.0,951213.0,84930.0,42465.0,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
4,1497,2,3,2,4,5,2,93624,1717470,0,20,5,1147.2745490981963,0.05451274258065643,0.6666666666666666,5.451274258065643,858735.0,572490.0,46812.0,31208.0,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
4,1985,3,3,0,2,4,2,168886,2637796,0,9,4,1328.864483627204,0.06402542122286939,1.0,6.402542122286939,879265.3333333334,879265.3333333334,56295.333333333336,56295.333333333336,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
5,1702,1,1,1,1,1,3,64041,1242807,0,23,4,730.2038777908343,0.051529320320854326,1.0,5.152932032085433,1242807.0,1242807.0,64041.0,64041.0,1,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
7,4634,5,6,0,1,3,2,292799,4609655,2,9,3,994.746439361243,0.06351863642723805,0.8333333333333334,6.3518636427238055,921931.0,768275.8333333334,58559.8,48799.833333333336,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
1,5260,3,3,1,0,3,2,404873,7290781,2,13,4,1386.0800380228136,0.05553218509786537,1.0,5.553218509786538,2430260.3333333335,2430260.3333333335,134957.66666666666,134957.66666666666,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
3,2925,3,4,1,3,0,2,157392,2851976,1,25,5,975.0345299145299,0.05518700017110943,0.75,5.518700017110943,950658.6666666666,712994.0,52464.0,39348.0,1,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
3,1096,1,2,2,3,4,2,86563,1610014,0,1,5,1468.9908759124087,0.05376537098435169,0.5,5.376537098435169,1610014.0,805007.0,86563.0,43281.5,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
6,1856,3,2,1,3,1,3,97632,1502846,1,9,5,809.7230603448276,0.06496474023286485,1.5,6.496474023286485,500948.6666666667,751423.0,32544.0,48816.0,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
1,1217,3,4,0,4,1,3,102088,1516973,0,20,5,1246.4856203779786,0.06729717668013867,0.75,6.729717668013866,505657.6666666667,379243.25,34029.333333333336,25522.0,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
6,3461,4,4,2,0,4,1,134844,3183699,2,1,4,919.8783588558221,0.042354506503284386,1.0,4.235450650328438,795924.75,795924.75,33711.0,33711.0,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
6,5630,3,3,0,4,1,1,382675,8727453,2,13,5,1550.169271758437,0.04384727136313424,1.0,4.3847271363134235,2909151.0,2909151.0,127558.33333333333,127558.33333333333,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
7,1507,1,2,1,0,3,1,95962,1867598,0,25,5,1239.2820172528202,0.05138257804945175,0.5,5.138257804945176,1867598.0,933799.0,95962.0,47981.0,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
3,1654,2,1,1,1,5,1,107134,1712343,0,12,5,1035.2738814993954,0.06256573595360275,2.0,6.256573595360275,856171.5,1712343.0,53567.0,107134.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
0,2372,3,2,0,4,5,1,154298,2243541,1,13,4,945.843591905565,0.0687743170283048,1.5,6.8774317028304806,747847.0,1121770.5,51432.666666666664,77149.0,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
2,419,1,1,2,4,2,1,21935,524770,0,13,6,1252.434367541766,0.04179926443965928,1.0,4.179926443965928,524770.0,524770.0,21935.0,21935.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
4,1689,1,1,1,0,2,1,100043,1656693,0,12,5,980.8721136767318,0.06038716889610809,1.0,6.038716889610809,1656693.0,1656693.0,100043.0,100043.0,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
1,1730,3,4,2,3,3,1,84478,1738402,0,11,4,1004.856647398844,0.048595204101237806,0.75,4.859520410123781,579467.3333333334,434600.5,28159.333333333332,21119.5,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
2,3111,3,3,1,0,3,3,216343,4494288,1,17,6,1444.6441658630665,0.04813732453282923,1.0,4.813732453282923,1498096.0,1498096.0,72114.33333333333,72114.33333333333,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
6,3987,6,6,0,0,3,3,157922,3508818,2,3,4,880.0647103085026,0.045007179055739,1.0,4.5007179055739,584803.0,584803.0,26320.333333333332,26320.333333333332,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
3,1369,3,2,1,4,4,3,102283,1978576,0,23,3,1445.2710007304602,0.0516952596210608,1.5,5.16952596210608,659525.3333333334,989288.0,34094.333333333336,51141.5,1,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
1,981,2,3,2,0,1,2,81620,1451865,0,10,4,1479.9847094801223,0.05621734803166961,0.6666666666666666,5.621734803166961,725932.5,483955.0,40810.0,27206.666666666668,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
4,676,3,4,2,4,1,2,49071,765052,0,14,4,1131.7337278106509,0.0641407381459038,0.75,6.41407381459038,255017.33333333334,191263.0,16357.0,12267.75,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
6,1244,2,1,1,3,0,3,122346,1788462,0,25,5,1437.670418006431,0.0684084984752262,2.0,6.8408498475226205,894231.0,1788462.0,61173.0,122346.0,1,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
6,1968,2,2,2,3,5,1,148639,2503198,0,18,4,1271.9502032520325,0.059379641562513234,1.0,5.937964156251323,1251599.0,1251599.0,74319.5,74319.5,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
7,562,2,3,2,4,1,1,35337,777125,0,12,4,1382.784697508897,0.04547144925205083,0.6666666666666666,4.547144925205083,388562.5,259041.66666666666,17668.5,11779.0,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
4,1332,3,3,0,4,2,1,53946,1233021,0,20,5,925.6914414414415,0.04375107966530983,1.0,4.375107966530983,411007.0,411007.0,17982.0,17982.0,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
6,3453,3,2,1,0,5,2,211677,5168915,2,14,3,1496.9345496669562,0.04095192124459388,1.5,4.0951921244593885,1722971.6666666667,2584457.5,70559.0,105838.5,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
3,2099,2,2,0,2,3,2,175746,3298001,1,18,6,1571.224868985231,0.05328864363594796,1.0,5.328864363594795,1649000.5,1649000.5,87873.0,87873.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
5,1905,1,2,1,1,3,1,139436,2468460,0,2,4,1295.7795275590552,0.05648704050298567,0.5,5.648704050298567,2468460.0,1234230.0,139436.0,69718.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
3,1707,2,1,1,2,4,3,86488,1358293,0,17,5,795.7193907439953,0.06367403792848818,2.0,6.367403792848818,679146.5,1358293.0,43244.0,86488.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
5,2990,4,4,1,2,3,2,361796,5175237,1,6,4,1730.8484949832775,0.06990906889868038,1.0,6.990906889868039,1293809.25,1293809.25,90449.0,90449.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
5,1720,1,2,1,4,3,2,122930,2312402,0,1,3,1344.4197674418604,0.05316117180317263,0.5,5.3161171803172635,2312402.0,1156201.0,122930.0,61465.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
1,1173,2,3,1,4,1,3,73018,1281002,0,8,4,1092.073316283035,0.05700069164607081,0.6666666666666666,5.700069164607081,640501.0,427000.6666666667,36509.0,24339.333333333332,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
0,1359,2,3,1,4,1,1,99039,1794877,0,11,4,1320.7336276674025,0.05517871141030834,0.6666666666666666,5.5178711410308345,897438.5,598292.3333333334,49519.5,33013.0,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
2,3069,3,4,1,1,0,2,214428,4805237,1,4,4,1565.7337895079831,0.04462381356008039,0.75,4.462381356008039,1601745.6666666667,1201309.25,71476.0,53607.0,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
4,1712,2,1,0,1,2,1,80046,1863163,0,19,3,1088.296144859813,0.0429624246509833,2.0,4.29624246509833,931581.5,1863163.0,40023.0,80046.0,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
7,4653,5,4,0,3,3,2,430613,6318866,2,24,5,1358.019772189985,0.06814719603169303,1.25,6.814719603169303,1263773.2,1579716.5,86122.6,107653.25,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
7,3426,4,3,0,1,0,1,292351,5225239,1,22,5,1525.171920607122,0.05594978526341092,1.3333333333333333,5.594978526341092,1306309.75,1741746.3333333333,73087.75,97450.33333333333,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
1,1745,1,2,2,4,1,2,116306,2202260,0,4,4,1262.0401146131805,0.05281211119486346,0.5,5.281211119486346,2202260.0,1101130.0,116306.0,58153.0,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
3,769,3,3,1,0,5,3,49618,803197,0,1,5,1044.4694408322496,0.06177562914204112,1.0,6.177562914204112,267732.3333333333,267732.3333333333,16539.333333333332,16539.333333333332,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
1,838,2,3,2,2,1,1,65167,933605,0,6,5,1114.0871121718378,0.06980146850113271,0.6666666666666666,6.980146850113271,466802.5,311201.6666666667,32583.5,21722.333333333332,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
4,854,1,1,0,3,1,1,51939,778839,0,21,3,911.9894613583139,0.06668772365020241,1.0,6.668772365020241,778839.0,778839.0,51939.0,51939.0,1,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
1,1015,1,2,1,4,2,3,59101,954419,0,6,6,940.3142857142857,0.06192353672757982,0.5,6.1923536727579815,954419.0,477209.5,59101.0,29550.5,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
7,514,2,2,2,3,2,3,21171,376734,0,16,6,732.9455252918287,0.05619614900699167,1.0,5.619614900699167,188367.0,188367.0,10585.5,10585.5,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
2,1829,1,1,2,4,0,1,121605,1912308,0,23,3,1045.5483870967741,0.063590697732792,1.0,6.3590697732792,1912308.0,1912308.0,121605.0,121605.0,1,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
2,569,2,3,0,3,0,3,20157,457646,0,12,3,804.298769771529,0.04404496051533281,0.6666666666666666,4.404496051533282,228823.0,152548.66666666666,10078.5,6719.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
1,1735,3,2,1,4,2,3,91141,1788551,0,22,4,1030.8651296829971,0.05095801014340659,1.5,5.095801014340659,596183.6666666666,894275.5,30380.333333333332,45570.5,1,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
1,1616,3,2,0,3,2,1,90129,2017232,0,18,5,1248.2871287128712,0.04467954107410551,1.5,4.467954107410551,672410.6666666666,1008616.0,30043.0,45064.5,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
3,511,1,2,0,0,5,1,30687,493371,0,10,4,965.5009784735812,0.062198629428969275,0.5,6.219862942896928,493371.0,246685.5,30687.0,15343.5,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
1,1471,2,3,1,1,2,1,114643,1958417,0,16,6,1331.3507817811012,0.05853860541447506,0.6666666666666666,5.853860541447506,979208.5,652805.6666666666,57321.5,38214.333333333336,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
5,417,1,1,0,3,0,1,32365,593431,0,3,5,1423.095923261391,0.054538775358887556,1.0,5.453877535888756,593431.0,593431.0,32365.0,32365.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
3,1425,2,3,1,0,5,3,59298,1176485,0,13,3,825.6035087719298,0.050402682567138556,0.6666666666666666,5.040268256713856,588242.5,392161.6666666667,29649.0,19766.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
0,1019,1,2,1,1,4,2,53242,1248830,0,15,5,1225.5446516192346,0.042633504960643165,0.5,4.263350496064317,1248830.0,624415.0,53242.0,26621.0,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
7,1788,3,4,1,0,0,2,93662,2027211,0,15,4,1133.7869127516778,0.04620239333744736,0.75,4.6202393337447365,675737.0,506802.75,31220.666666666668,23415.5,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
2,1800,1,1,0,0,2,3,114365,2625986,0,8,5,1458.881111111111,0.04355126036467826,1.0,4.355126036467826,2625986.0,2625986.0,114365.0,114365.0,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
0,2098,4,3,0,1,2,1,120605,1733363,1,21,5,826.197807435653,0.06957861682751969,1.3333333333333333,6.957861682751969,433340.75,577787.6666666666,30151.25,40201.666666666664,1,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
4,5008,4,5,2,3,4,3,377978,6353967,2,9,4,1268.7633785942492,0.05948693155000648,0.8,5.948693155000647,1588491.75,1270793.4,94494.5,75595.6,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
2,2806,3,2,0,0,5,3,190265,4128577,1,18,4,1471.3389166072702,0.04608488590620933,1.5,4.608488590620933,1376192.3333333333,2064288.5,63421.666666666664,95132.5,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
1,1299,3,3,2,3,3,2,96199,1544775,0,15,5,1189.203233256351,0.062273793918208156,1.0,6.227379391820816,514925.0,514925.0,32066.333333333332,32066.333333333332,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
5,1324,2,1,2,3,0,3,88940,1946377,0,1,4,1470.0732628398791,0.04569515566614279,2.0,4.569515566614279,973188.5,1946377.0,44470.0,88940.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
6,1023,2,2,2,4,4,3,66969,1085769,0,11,4,1061.357771260997,0.061678865394020274,1.0,6.167886539402027,542884.5,542884.5,33484.5,33484.5,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
3,1598,3,4,0,1,5,3,150488,2263784,0,7,4,1416.6357947434292,0.06647630692680927,0.75,6.647630692680926,754594.6666666666,565946.0,50162.666666666664,37622.0,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
3,1816,3,4,1,0,2,3,116578,1829202,0,9,4,1007.2698237885462,0.0637316163004414,0.75,6.37316163004414,609734.0,457300.5,38859.333333333336,29144.5,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
2,1179,1,1,2,2,5,2,104206,1513988,0,16,5,1284.1289228159458,0.06882881502363294,1.0,6.882881502363294,1513988.0,1513988.0,104206.0,104206.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
4,2981,4,3,1,3,0,3,236442,5016137,2,25,3,1682.7027843005703,0.04713627239447407,1.3333333333333333,4.7136272394474075,1254034.25,1672045.6666666667,59110.5,78814.0,1,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
6,1304,1,2,2,4,4,1,63618,1067460,0,24,3,818.6042944785277,0.05959754932269125,0.5,5.959754932269125,1067460.0,533730.0,63618.0,31809.0,1,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
5,466,3,4,0,1,3,3,34925,572592,0,16,5,1228.7381974248926,0.060994565065526585,0.75,6.0994565065526585,190864.0,143148.0,11641.666666666666,8731.25,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
2,3334,4,4,1,3,2,2,229823,5478794,1,1,3,1643.3095380923814,0.04194773521326044,1.0,4.194773521326043,1369698.5,1369698.5,57455.75,57455.75,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
6,1822,2,2,0,4,3,3,147957,2714327,0,5,6,1489.751372118551,0.054509644563827425,1.0,5.450964456382742,1357163.5,1357163.5,73978.5,73978.5,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
4,1048,2,3,1,1,0,3,44759,977145,0,18,5,932.3902671755725,0.04580589370052551,0.6666666666666666,4.580589370052551,488572.5,325715.0,22379.5,14919.666666666666,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
3,1680,1,2,1,4,3,1,123646,2036991,0,19,4,1212.494642857143,0.06070031728171602,0.5,6.070031728171602,2036991.0,1018495.5,123646.0,61823.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
4,3760,5,6,1,4,0,1,242992,3737498,2,25,5,994.0154255319148,0.0650146167302297,0.8333333333333334,6.50146167302297,747499.6,622916.3333333334,48598.4,40498.666666666664,1,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
6,3432,2,3,2,0,5,3,163440,2937868,1,12,4,856.0221445221446,0.05563217952610532,0.6666666666666666,5.5632179526105325,1468934.0,979289.3333333334,81720.0,54480.0,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
0,438,1,2,1,3,3,1,26188,506671,0,8,5,1156.783105022831,0.05168640005052588,0.5,5.1686400050525885,506671.0,253335.5,26188.0,13094.0,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
3,3339,3,4,0,0,5,1,200210,4424510,1,16,5,1325.100329439952,0.045250208497664146,0.75,4.525020849766415,1474836.6666666667,1106127.5,66736.66666666667,50052.5,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
0,5685,4,3,0,0,5,3,314484,6312389,2,2,6,1110.3586631486367,0.04982012356969762,1.3333333333333333,4.982012356969762,1578097.25,2104129.6666666665,78621.0,104828.0,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
3,2857,4,3,2,2,2,1,245685,4248508,1,16,4,1487.0521526076304,0.05782853651211202,1.3333333333333333,5.782853651211202,1062127.0,1416169.3333333333,61421.25,81895.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
3,494,1,2,0,1,1,3,25122,471927,0,17,5,955.3178137651822,0.05323280931160963,0.5,5.323280931160963,471927.0,235963.5,25122.0,12561.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
